,Column,Nid,Date,Region,Location Name or Route,dt,match,score,latitute,longitude,m_sName,m_iID,m_sAliasTo,m_sNote,m_sCanyon,m_sElevation,m_sViewHeading,m_sViewDistance,slope_x,aspect_x,avy_elevat_x,slope_y,aspect_y,avy_elevat_y
489,843,24247,05/17/2015,Salt Lake,pioneer ridge at brighton,2015-05-17,pioneer ridge,90,40.581252,-111.582883,pioneer ridge,2302,,,Big Cottonwood Canyon;Wasatch County,10200,170,800,12.77566,345.45721,3105.40259,12.77566,345.45721,3105.40259
490,844,24248,05/17/2015,Salt Lake,little chute at alta (closed for the season),2015-05-17,little chute,90,40.569426,-111.63802,little chute,3355,,,Little Cottonwood Canyon,-1,210,800,36.93543,22.70267,3319.15771,36.93543,22.70267,3319.15771
491,845,24242,05/10/2015,Salt Lake,collins gulch - baldy shoulder (alta closed for season),2015-05-10,collins gulch,90,40.578843,-111.63733,collins gulch,3350,,,Little Cottonwood Canyon,-1,180,2600,11.05619,30.887,2847.13794,11.05619,30.887,2847.13794
492,846,24241,05/4/2015,Salt Lake,wolverine cirque,2015-05-04,wolverine cirque,100,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
493,847,24239,05/3/2015,Salt Lake,upper red pine fork,2015-05-03,red pine fork,95,40.557072,-111.698736,red pine fork,3605,,,Little Cottonwood Canyon,-1,175,3500,29.40949,45.83914,2638.03662,29.40949,45.83914,2638.03662
495,849,24236,05/1/2015,Salt Lake,"jaws, upper days fork",2015-05-01,days fork,90,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
496,850,24223,04/27/2015,Salt Lake,north slide path/god's lawnmower,2015-04-27,god's lawnmower,90,40.631373,-111.666041,god's lawnmower,2758,,,Big Cottonwood Canyon,-1,200,2000,36.93221,29.3362,2840.75146,36.93221,29.3362,2840.75146
497,851,24219,04/26/2015,Salt Lake,pioneer peak,2015-04-26,pioneer peak,100,40.580747,-111.589234,pioneer peak,2366,,,Big Cottonwood Canyon;Wasatch County,10480,185,2000,30.06961,282.4697,3161.86914,30.06961,282.4697,3161.86914
498,852,24178,04/15/2015,Salt Lake,shot 6 (honeycomb cliffs),2015-04-15,honeycomb cliffs,90,40.598485,-111.610164,honeycomb cliffs,2517,,,Big Cottonwood Canyon,-1,210,1000,21.46033,281.36835,3176.35718,21.46033,281.36835,3176.35718
499,853,24180,04/15/2015,Salt Lake,grizzly gulch / patsy marley ridge  alta,2015-04-15,grizzly gulch,90,40.594275,-111.62398,grizzly gulch,3196,,,Little Cottonwood Canyon,-1,50,2100,30.87155,177.05164,2759.50269,30.87155,177.05164,2759.50269
500,854,24189,04/15/2015,Salt Lake,park city,2015-04-15,park city mountain resort,90,40.651855,-111.507924,park city mountain resort,5280,,,Summit County,6900,225,3000,3.19227,44.4586,2125.80835,3.19227,44.4586,2125.80835
501,855,24148,04/2/2015,Salt Lake,mill b south,2015-04-02,mill b south fork,95,40.615672,-111.707604,mill b south fork,2850,,,Big Cottonwood Canyon,-1,160,2500,25.59264,44.11208,2298.20654,25.59264,44.11208,2298.20654
502,856,24146,03/29/2015,Salt Lake,stairs gulch,2015-03-29,stairs gulch,100,40.612656,-111.734558,stairs gulch,2930,,,Big Cottonwood Canyon,-1,150,2500,36.71584,352.50549,2297.70337,36.71584,352.50549,2297.70337
503,858,24097,03/25/2015,Salt Lake,cardiac bowl,2015-03-25,cardiac bowl,100,40.595069,-111.664316,cardiac bowl,2687,,,Big Cottonwood Canyon,-1,220,2000,27.95099,53.99466,3135.11475,27.95099,53.99466,3135.11475
504,859,24079,03/24/2015,Salt Lake,tuscarora,2015-03-24,mt. tuscarora,95,40.584314,-111.59871,mt. tuscarora,2372,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10640,250,2000,31.71102,220.09541,3221.57812,31.71102,220.09541,3221.57812
505,860,24086,03/24/2015,Salt Lake,"wolverine cirque, thc",2015-03-24,wolverine cirque,95,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
506,862,24020,03/17/2015,Salt Lake,black pearl lower lcc,2015-03-17,black pearl,90,40.565209,-111.752439,black pearl,3801,,,Little Cottonwood Canyon,-1,165,2100,52.91467,44.93235,2237.37769,52.91467,44.93235,2237.37769
507,863,24004,03/16/2015,Salt Lake,dutch draw,2015-03-16,dutch draw,100,40.656608,-111.586831,dutch draw,5150,,,Summit County,-1,230,2800,12.81241,70.85322,2768.01001,12.81241,70.85322,2768.01001
508,864,24002,03/15/2015,Salt Lake,canyons resort periphery,2015-03-15,canyons resort,90,40.684385,-111.55485,canyons resort,5090,,,Summit County,6800,245,3000,2.66944,36.5189,2101.09448,2.66944,36.5189,2101.09448
510,879,23855,03/6/2015,Salt Lake,superior,2015-03-06,superior,100,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
511,881,23838,03/5/2015,Salt Lake,catcher's mitt on kessler peak,2015-03-05,catcher's mitt,90,40.6248,-111.666,catcher's mitt,2761,,Catcher's Mitt LF is also known as LF Great Wall,Big Cottonwood Canyon,-1,270,1400,37.20775,87.87679,2989.58374,37.20775,87.87679,2989.58374
513,885,23830,03/5/2015,Salt Lake,mcdonald draw,2015-03-05,mcdonald draw,100,40.653165,-111.574546,mcdonald draw,5180,,,Summit County,-1,220,2000,9.06021,358.45721,2659.14062,9.06021,358.45721,2659.14062
514,886,23831,03/5/2015,Salt Lake,mcdonald draw (2nd pocket),2015-03-05,mcdonald draw,90,40.653165,-111.574546,mcdonald draw,5180,,,Summit County,-1,220,2000,9.06021,358.45721,2659.14062,9.06021,358.45721,2659.14062
515,887,23817,03/4/2015,Salt Lake,wilson fork,2015-03-04,wilson fork,100,40.679107,-111.660177,wilson fork,1205,,,Mill Creek Canyon,-1,210,2100,22.78329,63.37995,2547.7168,22.78329,63.37995,2547.7168
516,888,23837,03/4/2015,Salt Lake,miller hill,2015-03-04,miller hill,100,40.544602,-111.62103,miller hill,6165,,,Utah County,10264,305,3000,27.87276,258.13062,3097.34741,27.87276,258.13062,3097.34741
517,889,23821,03/4/2015,Salt Lake,butler basin,2015-03-04,butler basin,100,40.667612,-111.67902,butler basin,2081,,,Big Cottonwood Canyon,-1,280,800,21.3301,117.24711,2862.5835,21.3301,117.24711,2862.5835
518,891,23822,03/4/2015,Salt Lake,butler basin,2015-03-04,butler basin,100,40.667612,-111.67902,butler basin,2081,,,Big Cottonwood Canyon,-1,280,800,21.3301,117.24711,2862.5835,21.3301,117.24711,2862.5835
519,892,23782,03/4/2015,Salt Lake,butler basin,2015-03-04,butler basin,100,40.667612,-111.67902,butler basin,2081,,,Big Cottonwood Canyon,-1,280,800,21.3301,117.24711,2862.5835,21.3301,117.24711,2862.5835
522,895,23784,03/4/2015,Salt Lake,wilson glades,2015-03-04,wilson glade,96,40.676974,-111.671039,wilson glade,1211,,,Mill Creek Canyon,-1,210,1500,30.46662,48.43252,2845.33813,30.46662,48.43252,2845.33813
523,897,23827,03/4/2015,Salt Lake,mongo no,2015-03-04,mongo no,100,40.604216,-111.676808,mongo no,2802,,,Big Cottonwood Canyon,-1,180,900,44.77202,16.51977,3047.44702,44.77202,16.51977,3047.44702
524,898,23789,03/4/2015,Salt Lake,argenta,2015-03-04,argenta,100,40.630992,-111.672629,argenta,2767,,,Big Cottonwood Canyon,-1,180,3000,26.4268,6.6536,2708.50903,26.4268,6.6536,2708.50903
526,900,23791,03/4/2015,Salt Lake,butler basin,2015-03-04,butler basin,100,40.667612,-111.67902,butler basin,2081,,,Big Cottonwood Canyon,-1,280,800,21.3301,117.24711,2862.5835,21.3301,117.24711,2862.5835
527,902,23794,03/4/2015,Salt Lake,room of doom,2015-03-04,room of doom,100,40.600855,-111.671447,room of doom,2798,,,Big Cottonwood Canyon,-1,160,1100,29.55376,344.90024,3094.58301,29.55376,344.90024,3094.58301
528,903,23796,03/4/2015,Salt Lake,upper days fork,2015-03-04,days fork,90,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
529,904,23798,03/4/2015,Salt Lake,home run,2015-03-04,home run,100,40.677619,-111.60132,home run,5010,,,Summit County,-1,250,1000,37.118,94.30355,2845.58057,37.118,94.30355,2845.58057
530,905,23763,03/3/2015,Salt Lake,caribou and snake creek canyon,2015-03-03,snake creek,90,40.569477,-111.5661,snake creek,5525,,,Wasatch County,-1,295,2000,21.01562,39.19556,2471.23535,21.01562,39.19556,2471.23535
532,908,23878,03/3/2015,Salt Lake,white pine- red baldy,2015-03-03,red baldy,90,40.540299,-111.667211,red baldy,3506,,,Little Cottonwood Canyon;Utah County,11171,130,2000,31.66802,316.15115,3339.63354,31.66802,316.15115,3339.63354
536,918,23760,03/3/2015,Salt Lake,west monitor,2015-03-03,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
540,923,23802,03/2/2015,Salt Lake,broads fork,2015-03-02,broads fork,100,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
541,924,23717,03/1/2015,Salt Lake,south face of superior,2015-03-01,south face (superior),95,40.590841,-111.664865,south face (superior),3118,,The South Face is also called LF Main Superior.,Little Cottonwood Canyon,-1,305,800,34.4359,108.40405,3221.42432,34.4359,108.40405,3221.42432
542,925,23727,03/1/2015,Salt Lake,broads/mill b ridge (eeny?),2015-03-01,eeny,90,40.609583,-111.708897,eeny,2863,,,Big Cottonwood Canyon,-1,230,1800,36.69636,35.74687,2684.49731,36.69636,35.74687,2684.49731
543,926,23696,02/28/2015,Salt Lake,south monitor bowl,2015-02-28,south monitor,95,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
544,927,23697,02/28/2015,Salt Lake,wilson peak,2015-02-28,wilson peak,100,40.674109,-111.672502,wilson peak,1207,,,Mill Creek Canyon;Big Cottonwood Canyon,9950,200,2000,12.94687,303.97141,3023.92749,12.94687,303.97141,3023.92749
545,928,23699,02/28/2015,Salt Lake,banana belt,2015-02-28,banana belt,100,40.608361,-111.643383,banana belt,2611,,"Many people call this Banana Days, LF but according to the earliest records LF this is Banana Belt.",Big Cottonwood Canyon,-1,215,1400,44.70414,44.01929,3075.75928,44.70414,44.01929,3075.75928
547,931,23626,02/23/2015,Salt Lake,"white pine, spire, lake peak",2015-02-23,lake peak,90,40.540997,-111.68386,lake peak,3518,No Name Peak,,Little Cottonwood Canyon,10718,175,2100,33.82166,254.35515,3226.83643,33.82166,254.35515,3226.83643
549,933,23612,02/22/2015,Salt Lake,little superior buttress,2015-02-22,little superior buttress,100,40.594055,-111.660731,little superior buttress,2685,,,Big Cottonwood Canyon,-1,215,500,31.65509,354.617,3150.79956,31.65509,354.617,3150.79956
550,935,23600,02/21/2015,Salt Lake,twin lakes pass,2015-02-21,twin lakes pass,100,40.59455,-111.609122,twin lakes pass,2459,,,Big Cottonwood Canyon;Little Cottonwood Canyon,9993,90,1000,16.04648,244.56573,3034.83887,16.04648,244.56573,3034.83887
551,939,23414,02/7/2015,Salt Lake,honeycomb canyon,2015-02-07,honeycomb canyon,100,40.61231,-111.61156,honeycomb canyon,2505,,,Big Cottonwood Canyon,-1,170,2500,34.27836,45.37165,2725.66919,34.27836,45.37165,2725.66919
552,943,23374,02/5/2015,Salt Lake,highway to heaven,2015-02-05,highway to heaven gate,95,40.598162,-111.606174,highway to heaven gate,2493,,,Big Cottonwood Canyon,-1,305,700,29.07613,100.50346,3079.04346,29.07613,100.50346,3079.04346
553,944,23377,02/5/2015,Salt Lake,"superior, south face",2015-02-05,south face (superior),95,40.590841,-111.664865,south face (superior),3118,,The South Face is also called LF Main Superior.,Little Cottonwood Canyon,-1,305,800,34.4359,108.40405,3221.42432,34.4359,108.40405,3221.42432
554,945,23378,02/5/2015,Salt Lake,dog lake chutes,2015-02-05,dog lake chutes,100,40.585078,-111.587702,dog lake chutes,2307,,,Big Cottonwood Canyon,-1,245,1000,13.90953,353.00702,2992.18604,13.90953,353.00702,2992.18604
555,951,23359,02/4/2015,Salt Lake,suicide chute,2015-02-04,suicide chute,100,40.588057,-111.6612,suicide chute,3105,,The original name of LF Suicide Chute LF is LF Shane's Chute,Little Cottonwood Canyon,-1,250,900,40.87436,31.3899,2960.84839,40.87436,31.3899,2960.84839
556,954,23355,02/4/2015,Salt Lake,west monitor,2015-02-04,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
558,957,23271,01/28/2015,Salt Lake,cardiff fork,2015-01-28,cardiff fork,100,40.61987,-111.6545,cardiff fork,2645,,Cardiff Fork LF is also known as LF Mill D South Fork,Big Cottonwood Canyon,-1,190,3000,17.1262,66.80544,2522.93091,17.1262,66.80544,2522.93091
559,958,23241,01/26/2015,Salt Lake,snake creek canyon: preston peak,2015-01-26,preston peak,90,40.582083,-111.572177,preston peak,2280,,,Big Cottonwood Canyon;Wasatch County,10315,180,1000,31.49386,240.47612,3119.18066,31.49386,240.47612,3119.18066
560,959,23219,01/25/2015,Salt Lake,lower meadow chutes,2015-01-25,meadow chutes,95,40.614,-111.6262,meadow chutes,2554,,This entire east-facing slope is LF usually called LF the Meadow Chutes.,Big Cottonwood Canyon,-1,270,1900,26.36225,105.63398,2846.97974,26.36225,105.63398,2846.97974
561,960,23240,01/25/2015,Salt Lake,superior,2015-01-25,superior,100,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
562,961,23205,01/24/2015,Salt Lake,chicken sh#!t ridge,2015-01-24,chicken shit ridge,92,40.614198,-111.642451,chicken shit ridge,2615,,,Big Cottonwood Canyon,-1,285,1200,30.17557,46.59235,2978.7229,30.17557,46.59235,2978.7229
563,962,23206,01/24/2015,Salt Lake,lazy days and hall of giants,2015-01-24,lazy days,90,40.619307,-111.644328,lazy days,2618,,,Big Cottonwood Canyon,-1,250,1800,34.38142,71.39228,2825.88257,34.38142,71.39228,2825.88257
564,964,23126,01/19/2015,Salt Lake,murdock peak,2015-01-19,murdock peak,100,40.6934,-111.6051,murdock peak,1121,,,Mill Creek Canyon;Lambs Canyon,9602,0,2000,15.85883,315.7243,2921.06226,15.85883,315.7243,2921.06226
566,966,23090,01/17/2015,Salt Lake,broads fork-diving board,2015-01-17,broads fork,90,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
567,969,23081,01/17/2015,Salt Lake,"thaynes canyon (mill creek, not thaynes in park city)",2015-01-17,thaynes canyon,90,40.630589,-111.536339,thaynes canyon,5266,,,Summit County,-1,210,3200,13.11543,71.43109,2535.84155,13.11543,71.43109,2535.84155
568,970,23083,01/17/2015,Salt Lake,10420,2015-01-17,10420,100,40.600084,-111.558387,10420,2251,,,Big Cottonwood Canyon;Wasatch County,10420,120,2000,20.88771,251.08237,3151.57935,20.88771,251.08237,3151.57935
569,972,23058,01/16/2015,Salt Lake,little water peak,2015-01-16,little water peak,100,40.6719,-111.6277,little water peak,1161,,,Mill Creek Canyon;Big Cottonwood Canyon,9605,130,2000,9.55288,235.15984,2912.62915,9.55288,235.15984,2912.62915
570,974,23069,01/16/2015,Salt Lake,toot suite in alexander ,2015-01-16,toot suite,90,40.681707,-111.682234,toot suite,1250,,,Mill Creek Canyon,-1,255,900,32.0376,78.23778,2804.05469,32.0376,78.23778,2804.05469
571,975,23038,01/15/2015,Salt Lake,south facing mary ellen gulch,2015-01-15,mary ellen,90,40.546785,-111.647362,mary ellen,6139,,,Utah County,-1,295,2000,19.91178,118.02183,3209.02026,19.91178,118.02183,3209.02026
572,977,23035,01/15/2015,Salt Lake,"ivory rock slabs, cardiff fork",2015-01-15,cardiff fork,90,40.61987,-111.6545,cardiff fork,2645,,Cardiff Fork LF is also known as LF Mill D South Fork,Big Cottonwood Canyon,-1,190,3000,17.1262,66.80544,2522.93091,17.1262,66.80544,2522.93091
573,979,23037,01/14/2015,Salt Lake,diving board,2015-01-14,diving board,100,40.601982,-111.719987,diving board,2916,,,Big Cottonwood Canyon,-1,215,1000,37.7956,39.77826,2939.35205,37.7956,39.77826,2939.35205
574,981,23008,01/14/2015,Salt Lake,south monitor bowl,2015-01-14,south monitor,95,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
575,982,23012,01/14/2015,Salt Lake,"gobblers knob, east couloir (alexanders)",2015-01-14,gobblers knob,90,40.6707,-111.6829,gobblers knob,2082,,,Mill Creek Canyon;Big Cottonwood Canyon,10246,0,2000,23.35234,291.72321,3103.82007,23.35234,291.72321,3103.82007
576,985,23017,01/14/2015,Salt Lake,upper broads fork,2015-01-14,broads fork,90,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
577,986,22980,01/13/2015,Salt Lake,cardiff bowl/hangnail,2015-01-13,cardiff bowl,90,40.594795,-111.650719,cardiff bowl,3136,,,Little Cottonwood Canyon,-1,270,900,27.5077,98.95366,3035.05151,27.5077,98.95366,3035.05151
578,987,22989,01/13/2015,Salt Lake,toots to boot,2015-01-13,toot(s) to boot,93,40.682987,-111.682637,toot(s) to boot,1251,,"Many people call this LF Toots to Boot, LF but the original name is LF Toot to Boot.",Mill Creek Canyon,-1,260,700,33.05556,56.54205,2790.89453,33.05556,56.54205,2790.89453
579,988,22990,01/13/2015,Salt Lake,tibble fork,2015-01-13,tibble fork trailhead,90,40.482088,-111.64467,tibble fork trailhead,6055,,,Utah County,6400,0,4000,0.98681,142.54817,1940.24683,0.98681,142.54817,1940.24683
581,991,22988,01/12/2015,Salt Lake,west bowl,2015-01-12,west bowl,100,40.601003,-111.631394,west bowl,2548,,,Big Cottonwood Canyon,-1,265,1200,37.6476,90.96461,3053.55664,37.6476,90.96461,3053.55664
582,997,22891,01/8/2015,Salt Lake,"bonkers, broads fork",2015-01-08,bonkers,90,40.604004,-111.724706,bonkers,2917,,,Big Cottonwood Canyon,-1,220,3000,31.83653,60.40208,2948.59644,31.83653,60.40208,2948.59644
583,998,22895,01/7/2015,Salt Lake,green slope - snake creek,2015-01-07,green slope,90,40.5802,-111.5816,green slope,5531,,,Wasatch County,-1,340,1000,32.83565,148.00113,3019.76758,32.83565,148.00113,3019.76758
584,1000,22858,01/6/2015,Salt Lake,toledo bowl s facing ,2015-01-06,toledo bowl,90,40.598509,-111.645282,toledo bowl,3143,,,Little Cottonwood Canyon,-1,335,800,21.13113,137.48256,3049.26196,21.13113,137.48256,3049.26196
585,1002,22870,01/6/2015,Salt Lake,murdock peak,2015-01-06,murdock peak,100,40.6934,-111.6051,murdock peak,1121,,,Mill Creek Canyon;Lambs Canyon,9602,0,2000,15.85883,315.7243,2921.06226,15.85883,315.7243,2921.06226
586,1005,22880,01/5/2015,Salt Lake,pfeifferhorn,2015-01-05,pfeifferhorn,100,40.533533,-111.706033,pfeifferhorn,3690,,,Little Cottonwood Canyon;Utah County,11326,170,1500,42.59356,300.65924,3397.08032,42.59356,300.65924,3397.08032
587,1007,22892,01/4/2015,Salt Lake,10420,2015-01-04,10420,100,40.600084,-111.558387,10420,2251,,,Big Cottonwood Canyon;Wasatch County,10420,120,2000,20.88771,251.08237,3151.57935,20.88771,251.08237,3151.57935
588,1008,22877,01/3/2015,Salt Lake,other runs,2015-01-03,the other runs,95,40.581531,-111.557501,the other runs,5582,,,Wasatch County,-1,205,700,37.21814,51.6362,2969.57983,37.21814,51.6362,2969.57983
589,1016,22704,12/29/2014,Salt Lake,kessler peak  - ne ridge,2014-12-29,kessler peak,90,40.62503,-111.668814,kessler peak,2760,,,Big Cottonwood Canyon,10403,145,2000,37.29956,292.56763,3130.08374,37.29956,292.56763,3130.08374
590,1018,22665,12/27/2014,Salt Lake,wilson glades,2014-12-27,wilson glade,96,40.676974,-111.671039,wilson glade,1211,,,Mill Creek Canyon,-1,210,1500,30.46662,48.43252,2845.33813,30.46662,48.43252,2845.33813
591,1019,22636,12/26/2014,Salt Lake,dutch draw - goal post/hanky panky,2014-12-26,dutch draw,90,40.656608,-111.586831,dutch draw,5150,,,Summit County,-1,230,2800,12.81241,70.85322,2768.01001,12.81241,70.85322,2768.01001
592,1020,22670,12/26/2014,Salt Lake,dutch draw,2014-12-26,dutch draw,100,40.656608,-111.586831,dutch draw,5150,,,Summit County,-1,230,2800,12.81241,70.85322,2768.01001,12.81241,70.85322,2768.01001
593,1022,22624,12/25/2014,Salt Lake,upper moonlight,2014-12-25,moonlight,90,40.613049,-111.687129,moonlight,2807,,,Big Cottonwood Canyon,-1,190,1600,27.29364,32.1148,2735.69702,27.29364,32.1148,2735.69702
